hearing_id,statement_index,dom_id,speaker,speaker_type,statement,bill,bill_segment_start,bill_segment_end,ab2222_reference,statement_type,sentence_index,sentence,matched_groups,matched_terms,n_keyword_groups,keyword_match
279175,179,5216847,Unidentified Speaker,Person,"Thank you, chair Gibson, vice chair Sanchez, and esteemed committee members. I am the director of policy for Rebuild Local News, Matt Pierce. And we're the leading nonpartisan, nonprofit coalition developing effective public policies to strengthen community news and information. We are proud to join assembly member Ward in sponsoring AB 2002/22. The Community News Act should create a refundable tax spreads to support local journalist jobs and all sorts of community news organizations across California.",AB 2222,169,287,True,non_legislator,3,"And we're the leading nonpartisan, nonprofit coalition developing effective public policies to strengthen community news and information.",local_news; nonprofit_small_outlets,community news; nonprofit,2,True
279175,179,5216847,Unidentified Speaker,Person,"Thank you, chair Gibson, vice chair Sanchez, and esteemed committee members. I am the director of policy for Rebuild Local News, Matt Pierce. And we're the leading nonpartisan, nonprofit coalition developing effective public policies to strengthen community news and information. We are proud to join assembly member Ward in sponsoring AB 2002/22. The Community News Act should create a refundable tax spreads to support local journalist jobs and all sorts of community news organizations across California.",AB 2222,169,287,True,non_legislator,5,The Community News Act should create a refundable tax spreads to support local journalist jobs and all sorts of community news organizations across California.,bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce,Community News Act; local journalist; Community News; community news; journalist; news organizations; jobs,5,True
279175,180,5216848,Unidentified Speaker,Person,"California has lost, 75 of its local journalists over the past two decades. We rank in the bottom 10 of US states in terms of journalists per a 100,000 people. Academic studies say that when communities lose their local journalists, bond prices increase for local taxpayers because there are fewer people watching local spending. Loneliness increases because fewer people feel connected to their neighbors. Fewer voters know who their elected officials are.",AB 2222,169,287,False,non_legislator,1,"California has lost, 75 of its local journalists over the past two decades.",local_news; journalists_reporters,local journalists; journalists,2,True
279175,180,5216848,Unidentified Speaker,Person,"California has lost, 75 of its local journalists over the past two decades. We rank in the bottom 10 of US states in terms of journalists per a 100,000 people. Academic studies say that when communities lose their local journalists, bond prices increase for local taxpayers because there are fewer people watching local spending. Loneliness increases because fewer people feel connected to their neighbors. Fewer voters know who their elected officials are.",AB 2222,169,287,False,non_legislator,2,"We rank in the bottom 10 of US states in terms of journalists per a 100,000 people.",journalists_reporters,journalists,1,True
279175,180,5216848,Unidentified Speaker,Person,"California has lost, 75 of its local journalists over the past two decades. We rank in the bottom 10 of US states in terms of journalists per a 100,000 people. Academic studies say that when communities lose their local journalists, bond prices increase for local taxpayers because there are fewer people watching local spending. Loneliness increases because fewer people feel connected to their neighbors. Fewer voters know who their elected officials are.",AB 2222,169,287,False,non_legislator,3,"Academic studies say that when communities lose their local journalists, bond prices increase for local taxpayers because there are fewer people watching local spending.",local_news; journalists_reporters,local journalists; journalists,2,True
279175,181,5216849,Unidentified Speaker,Person,"Fewer voters are following committee hearings like this one. When a town loses a local reporter, it affects all of us. The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders. It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.",AB 2222,169,287,False,non_legislator,2,"When a town loses a local reporter, it affects all of us.",local_news; journalists_reporters,local reporter; reporter,2,True
279175,181,5216849,Unidentified Speaker,Person,"Fewer voters are following committee hearings like this one. When a town loses a local reporter, it affects all of us. The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders. It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.",AB 2222,169,287,False,non_legislator,3,"The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders.",local_news,local news,1,True
279175,181,5216849,Unidentified Speaker,Person,"Fewer voters are following committee hearings like this one. When a town loses a local reporter, it affects all of us. The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders. It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.",AB 2222,169,287,False,non_legislator,4,It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.,local_news; news_organizations; editorial_independence,local news; news outlets; editorial independence,3,True
279175,182,5216850,Unidentified Speaker,Person,"Community News Act has been endorsed by a coalition that includes local independent news outlets, unionized news workers, journalism educators, and ethnic media. We're We're also currently engaging other stakeholders on technical feedback to ensure this approach can be accessed equitably across the whole ecosystem. We respectfully encourage your aye vote.",AB 2222,169,287,True,non_legislator,1,"Community News Act has been endorsed by a coalition that includes local independent news outlets, unionized news workers, journalism educators, and ethnic media.",bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce; editorial_independence,Community News Act; Community News; journalism; news outlets; workers; independent news,6,True
279175,185,5216853,Bob Butler,Person,"I bring you greetings from our president, Sean Astin. You may know better as Rudy or Sam from Lord of the Rings. I'm here, on behalf of my union's a 160,000 members, many of whom are broadcast journalists like me, who will see the value of doing what needs to be done to ensure a thriving future for the journalism profession. I became a journalist because I believe the public has the right to know what's going on in their communities, the nation, and the world. I also believe strongly in the importance of speaking truth to power.",AB 2222,169,287,False,non_legislator,3,"I'm here, on behalf of my union's a 160,000 members, many of whom are broadcast journalists like me, who will see the value of doing what needs to be done to ensure a thriving future for the journalism profession.",journalists_reporters,journalists; journalism,1,True
279175,185,5216853,Bob Butler,Person,"I bring you greetings from our president, Sean Astin. You may know better as Rudy or Sam from Lord of the Rings. I'm here, on behalf of my union's a 160,000 members, many of whom are broadcast journalists like me, who will see the value of doing what needs to be done to ensure a thriving future for the journalism profession. I became a journalist because I believe the public has the right to know what's going on in their communities, the nation, and the world. I also believe strongly in the importance of speaking truth to power.",AB 2222,169,287,False,non_legislator,4,"I became a journalist because I believe the public has the right to know what's going on in their communities, the nation, and the world.",journalists_reporters,journalist,1,True
279175,186,5216854,Bob Butler,Person,"The work we do sometimes angers those who don't like it. I've done that many times. It does not make me fake news. It's work that needs to be done to maintain a healthy democracy. With federal defending of public media in 2025, which may now be reversed, and now the shuttering of CBS News Radio after ninety nine years of service, our nation has lost a lot of access to essential informational source sources.",AB 2222,169,287,False,non_legislator,4,It's work that needs to be done to maintain a healthy democracy.,civic_effects,democracy,1,True
279175,187,5216855,Bob Butler,Person,"Not to mention the harm unchecked AI and social media platforms have done to divert Internet traffic toward polarizing and unreliable content. When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time. I've been in this business for nearly fifty years. I spent forty two years at KCBS radio in San Francisco. I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.",AB 2222,169,287,False,non_legislator,1,Not to mention the harm unchecked AI and social media platforms have done to divert Internet traffic toward polarizing and unreliable content.,information_effects,social media,1,True
279175,187,5216855,Bob Butler,Person,"Not to mention the harm unchecked AI and social media platforms have done to divert Internet traffic toward polarizing and unreliable content. When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time. I've been in this business for nearly fifty years. I spent forty two years at KCBS radio in San Francisco. I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.",AB 2222,169,287,False,non_legislator,2,"When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time.",local_news; journalists_reporters,local journalists; journalists,2,True
279175,187,5216855,Bob Butler,Person,"Not to mention the harm unchecked AI and social media platforms have done to divert Internet traffic toward polarizing and unreliable content. When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time. I've been in this business for nearly fifty years. I spent forty two years at KCBS radio in San Francisco. I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.",AB 2222,169,287,False,non_legislator,5,I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.,journalists_reporters,journalists,1,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,1,A bill like Assemblymember Awards AB 2222 never been more urgent.,bill_reference,AB 2222,1,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,2,Let's incentivize the hiring of professional journalists.,journalists_reporters; employment_workforce,journalists; hiring,2,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,3,"If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level.",local_news; journalists_reporters; civic_effects; employment_workforce,local journalists; journalists; democracy; hire,4,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,4,A job attention credit is a small price to pay during a time when access to factual information is under threat.,information_effects; employment_workforce,factual information; job,2,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,5,Let's arm our democracy and preserve our community's unfreetted access to information.,civic_effects,democracy,1,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,6,"I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long.",bill_reference,AB 2222,1,True
279175,189,5216857,Mike Gipson,Legislator,"I love it. Thank you very much. Anyone in the room wishing to speak in support of AB 2222, please come to the microphone, your name, your organization, and this is support.",AB 2222,169,287,True,procedural,3,"Anyone in the room wishing to speak in support of AB 2222, please come to the microphone, your name, your organization, and this is support.",bill_reference,AB 2222,1,True
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,1,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism.",journalists_reporters,journalism,1,True
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,2,"We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts.",journalists_reporters,journalism,1,True
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,3,"And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real.",information_effects,social media,1,True
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,4,"And at every turn, we see the shrinking of our, as we said, news newspapers.",news_organizations,newspapers,1,True
279175,194,5216862,Sharon Quirk-Silva,Legislator,"One of the things as a former teacher, we can look to literacy and understand that many of us grew up with newspapers coming to our homes, not just newspapers, but maybe magazines, this type of information. And as was stated in your remarks, slowly but surely, we have seen all of these communication pieces pretty much wiped out. And so we wonder why young kids and families who might have gone to the doctors and picked up a magazine and read it with their parents or a newspaper that those conversations aren't happening.",AB 2222,169,287,False,substantive,1,"One of the things as a former teacher, we can look to literacy and understand that many of us grew up with newspapers coming to our homes, not just newspapers, but maybe magazines, this type of information.",news_organizations,newspapers,1,True
279175,194,5216862,Sharon Quirk-Silva,Legislator,"One of the things as a former teacher, we can look to literacy and understand that many of us grew up with newspapers coming to our homes, not just newspapers, but maybe magazines, this type of information. And as was stated in your remarks, slowly but surely, we have seen all of these communication pieces pretty much wiped out. And so we wonder why young kids and families who might have gone to the doctors and picked up a magazine and read it with their parents or a newspaper that those conversations aren't happening.",AB 2222,169,287,False,substantive,3,And so we wonder why young kids and families who might have gone to the doctors and picked up a magazine and read it with their parents or a newspaper that those conversations aren't happening.,news_organizations,newspaper,1,True
279175,195,5216863,Sharon Quirk-Silva,Legislator,"And so we are relying on these very quick posts that people are taking for fact. And it's it's really become destructive, very destructive, where we once used to have civil discourse and debate.",AB 2222,169,287,False,unclear,2,"And it's it's really become destructive, very destructive, where we once used to have civil discourse and debate.",information_effects,civil discourse,1,True
279175,200,5216868,Mike Gipson,Legislator,"Great. With that, I just have one quick question for you, mister Ward. Why is the, the credit a fixed amount instead of a percentage amount for the wages for new hire journalists?",AB 2222,169,287,False,substantive,3,"Why is the, the credit a fixed amount instead of a percentage amount for the wages for new hire journalists?",journalists_reporters; employment_workforce,journalists; hire; new hire; wages,2,True
279175,202,5216870,Chris Ward,Legislator,"Yes. This is similar to the law that was first enacted in Illinois. We have in our ecosystem, the majority of local news outlets are very small local news outlets, and part of their spending is on freelance, which is not covered by this bill. So part of the part of the amounts are to reflect the reality for those organizations that when they hire an actual staffer, it it may not reflect the full extent of their spending.",AB 2222,169,287,False,substantive,3,"We have in our ecosystem, the majority of local news outlets are very small local news outlets, and part of their spending is on freelance, which is not covered by this bill.",local_news; news_organizations,local news; news outlets,2,True
279175,202,5216870,Chris Ward,Legislator,"Yes. This is similar to the law that was first enacted in Illinois. We have in our ecosystem, the majority of local news outlets are very small local news outlets, and part of their spending is on freelance, which is not covered by this bill. So part of the part of the amounts are to reflect the reality for those organizations that when they hire an actual staffer, it it may not reflect the full extent of their spending.",AB 2222,169,287,False,substantive,4,"So part of the part of the amounts are to reflect the reality for those organizations that when they hire an actual staffer, it it may not reflect the full extent of their spending.",employment_workforce,hire,1,True
279175,204,5216872,Chris Ward,Legislator,"Thank you, Mr. Chair, members. Thank you for the support of comments. I'm very happy to have another co author coming out of this committee, should this bill come out of this committee. You know, I think that we all very deeply appreciate the value of local news that we have, whether it's our kids growing up on the educational programming, family friendly content that we're able to produce, historical art of, exposes, are very specific to your local community.",AB 2222,169,287,False,substantive,4,"You know, I think that we all very deeply appreciate the value of local news that we have, whether it's our kids growing up on the educational programming, family friendly content that we're able to produce, historical art of, exposes, are very specific to your local community.",local_news,local news,1,True
279175,205,5216873,Chris Ward,Legislator,"I mean, this is content that you just can't get anywhere else, and keep your community enriched and really connected to itself, and the greater world around it. So we know that stations across the Golden State are shuttered. We know that employees are losing their jobs, and many of our outlets and affiliates budgets are deeply threatened and cannot rely on a backfill of philanthropy alone. So now is the time.",AB 2222,169,287,False,substantive,3,"We know that employees are losing their jobs, and many of our outlets and affiliates budgets are deeply threatened and cannot rely on a backfill of philanthropy alone.",employment_workforce,employees; jobs,1,True
279175,206,5216874,Chris Ward,Legislator,"We don't have another year to step up and do what we can to help support these jobs, but importantly, to be able to help support these institutions that are so vital as our colleague had also really referenced.",AB 2222,169,287,False,unclear,1,"We don't have another year to step up and do what we can to help support these jobs, but importantly, to be able to help support these institutions that are so vital as our colleague had also really referenced.",employment_workforce,jobs,1,True
279175,207,5216875,Chris Ward,Legislator,"You know, if this goes away, we are relegated to a world that is very on unlimited and very suspect news. And we know the outcomes and and the dire future that would hold for many of our communities and democracy. I would respectfully request your aye vote.",AB 2222,169,287,False,substantive,2,And we know the outcomes and and the dire future that would hold for many of our communities and democracy.,civic_effects,democracy,1,True
279175,209,5216877,Bob Butler,Person,"Sure. Can I add one thing? As a journalist, you can go ahead and put more money in there, not just 20,000.",AB 2222,169,287,False,non_legislator,3,"As a journalist, you can go ahead and put more money in there, not just 20,000.",journalists_reporters,journalist,1,True
279175,241,5216908,Unidentified Speaker,Person,"This approach increases the effectiveness of the California's tax deduction for manufacturing equipment without increasing the total value that is tax deductible for any piece of equipment. By by allowing full first year depreciation within high need areas, AB 2377 also drives investment and job creation within historically underserved and disadvantaged areas of the state like the San Joaquin Valley. When we have productive converse we we've had productive conversations with the franchise tax board around the implementation challenges with the bill that are outlined in the committee analysis, and we are committed to address these concerns.",AB 2222,169,287,False,non_legislator,2,"By by allowing full first year depreciation within high need areas, AB 2377 also drives investment and job creation within historically underserved and disadvantaged areas of the state like the San Joaquin Valley.",employment_workforce,job,1,True
279175,242,5216909,Unidentified Speaker,Person,"By improving the financial outlook of projects in their critical years, AB 2377 will help attract new manufacturing projects, create high quality jobs, and strengthen economic development in disadvantaged regions just like the Central Valley where it's needed the most. I'm here with me today to testify in support of AB 2377 are Will Oliver, president and CEO of Fresno County Economic Development Corporation, and Sarah Bridges, policy director for the California Manufacturers and Technology Association.",AB 2222,169,287,False,non_legislator,1,"By improving the financial outlook of projects in their critical years, AB 2377 will help attract new manufacturing projects, create high quality jobs, and strengthen economic development in disadvantaged regions just like the Central Valley where it's needed the most.",employment_workforce,jobs,1,True
279175,244,5216911,Unidentified Speaker,Person,"Thank you. Good afternoon, chairman Gibson and members. Thank you for the opportunity to speak in support of AB 2377. I serve as the president and CEO of the Fresno County Economic Development Corporation. And as a EDC, we work every day to help California compete for private investment, job creation, and long term economic productivity.",AB 2222,169,287,False,non_legislator,5,"And as a EDC, we work every day to help California compete for private investment, job creation, and long term economic productivity.",employment_workforce,job,1,True
279175,250,5216917,Sarah Bridges,Person,"Good afternoon, Sherry Gibson and members. My name is Sarah Bridges with the California Manufacturers and Technology Association representing 45,000 companies and their 1,200,000 employees in strong support of AB 2377. California manufacturers are operating in one of the most challenging environments in the country. They're navigating high regulatory burdens, rising energy costs, and ongoing supply chain pressures, all while facing increasing global competition and tariffs that make it harder to produce competitively here at home.",AB 2222,169,287,False,non_legislator,2,"My name is Sarah Bridges with the California Manufacturers and Technology Association representing 45,000 companies and their 1,200,000 employees in strong support of AB 2377.",employment_workforce,employees,1,True
279175,251,5216918,Sarah Bridges,Person,"These cumulative pressures strain operational decision making and make it more difficult for manufacturers to reinvest, expand, and keep jobs in California. AB 2377 provides a practical targeted tool to help manufacturers navigate these challenges by easing the burden of capital investments. By reducing the upfront cost of purchasing the equipment and technology that manufacturers need to operate efficiently and stay competitive, AB 2377 allows manufacturers to recover the cost of qualified equipment investments more quickly. This matters because it supports continuous reinvestment. Manufacturers are not locked into holding outdated equipment just to realize long term tax benefits.",AB 2222,169,287,False,non_legislator,1,"These cumulative pressures strain operational decision making and make it more difficult for manufacturers to reinvest, expand, and keep jobs in California.",employment_workforce,jobs,1,True
279611,772,6933616,Chris Ward,Legislator,"Thank you, Madam Speaker. Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",AB 2222,769,1659,True,substantive,2,"Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities.",bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce; tax_credit,AB 2222; Community News Act; local news; Community News; journalist; reporters; news organizations; employment; hire; retain; tax credit,6,True
279611,772,6933616,Chris Ward,Legislator,"Thank you, Madam Speaker. Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",AB 2222,769,1659,True,substantive,3,We all know that local journalism is in crisis.,local_news; journalists_reporters,local journalism; journalism,2,True
279611,772,6933616,Chris Ward,Legislator,"Thank you, Madam Speaker. Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",AB 2222,769,1659,True,substantive,4,"Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",local_news; news_organizations; news_decline,local reporting; newsroom; newspapers; newspapers have closed,3,True
279611,773,6933617,Chris Ward,Legislator,"This bill invests directly in local journalism jobs, supporting reporters who are covering schools, local government, public safety, and community issues that Californians rely on every day. This is a content neutral, bipartisan approach focused on preserving local civic infrastructure and strengthening access to trustworthy community news. I respectfully ask for your aye vote.",AB 2222,769,1659,False,substantive,1,"This bill invests directly in local journalism jobs, supporting reporters who are covering schools, local government, public safety, and community issues that Californians rely on every day.",local_news; journalists_reporters; employment_workforce,local journalism; reporters; journalism; jobs,3,True
